1	nuke	5	12	13	3	3	
2	3	6	13	14	4	nuke	
3	4	7	14	15	5	nuke	
4	5	8	15	16	6	nuke	
5	6	9	16	17	7	nuke	
6	7	10	17	18	8	nuke	
7	8	11	18	19	9	nuke	
8	9	12	19	20	10	nuke	
9	10	13	20	21	11	nuke	
10	11	14	21	22	12	nuke	
11	12	15	22	1	13	nuke	
12	13	16	1	nuke	14	1	
13	14	17	nuke	3	15	1	
14	15	18	3	4	16	nuke	
15	16	19	4	5	17	nuke	
16	17	20	5	6	18	nuke	
17	18	21	6	7	19	nuke	
18	19	22	7	8	20	nuke	
19	20	1	8	9	21	nuke	
20	21	nuke	9	10	22	1	
21	22	3	10	11	1	nuke	
22	1	4	11	12	nuke	1	
1	3	9	17	20	11	nuke	
2	nuke	10	18	21	12	3	
3	5	11	19	22	13	nuke	
4	6	12	20	1	14	nuke	
5	7	13	21	2	15	nuke	
6	8	14	22	3	16	nuke	
7	9	15	1	nuke	17	2	
8	10	16	2	5	18	nuke	
9	11	17	3	6	19	nuke	
10	12	18	nuke	7	20	2	
11	13	19	5	8	21	nuke	
12	14	20	6	9	22	nuke	
13	15	21	7	10	1	nuke	
14	16	22	8	11	2	nuke	
15	17	1	9	12	3	nuke	
16	18	2	10	13	nuke	2	
17	19	3	11	14	5	nuke	
18	20	nuke	12	15	6	2	
19	21	5	13	16	7	nuke	
20	22	6	14	17	8	nuke	
21	1	7	15	18	9	nuke	
22	2	8	16	19	10	nuke	
1	4	12	15	3	19	nuke	
2	5	13	16	4	20	nuke	
3	6	14	17	5	21	nuke	
4	7	15	18	6	22	nuke	
5	8	16	19	7	1	nuke	
6	9	17	20	8	2	nuke	
7	10	18	21	9	3	nuke	
8	11	19	22	10	4	nuke	
9	12	20	1	11	5	nuke	
10	13	21	2	12	6	nuke	
11	14	22	3	13	7	nuke	
12	15	1	4	14	8	nuke	
13	16	2	5	15	9	nuke	
14	17	3	6	16	10	nuke	
15	18	4	7	17	11	nuke	
16	19	5	8	18	12	nuke	
17	20	6	9	19	13	nuke	
18	21	7	10	20	14	nuke	
19	22	8	11	21	15	nuke	
20	1	9	12	22	16	nuke	
21	2	10	13	1	17	nuke	
22	3	11	14	2	18	nuke	
1	5	14	7	9	17	nuke	
2	6	15	8	10	18	nuke	
3	7	16	9	11	19	nuke	
4	8	17	10	12	20	nuke	
5	9	18	11	13	21	nuke	
6	10	19	12	14	22	nuke	
7	11	20	13	15	1	nuke	
8	12	21	14	16	2	nuke	
9	13	22	15	17	3	nuke	
10	14	1	16	18	4	nuke	
11	15	2	17	19	5	nuke	
12	16	3	18	20	6	nuke	
13	17	4	19	21	7	nuke	
14	18	5	20	22	8	nuke	
15	19	6	21	1	9	nuke	
16	20	7	22	2	10	nuke	
17	21	8	1	3	11	nuke	
18	22	9	2	4	12	nuke	
19	1	10	3	5	13	nuke	
20	2	11	4	6	14	nuke	
21	3	12	5	7	15	nuke	
22	4	13	6	8	16	nuke	
nuke	2	2	2	2	2	3	
nuke	4	4	4	4	4	3	
