1	nuke	5	7	11	8	3	
2	3	6	8	12	9	nuke	
3	4	7	9	13	10	nuke	
4	5	8	10	14	11	nuke	
5	6	9	11	15	12	nuke	
6	7	10	12	16	13	nuke	
7	8	11	13	17	14	nuke	
8	9	12	14	18	15	nuke	
9	10	13	15	19	16	nuke	
10	11	14	16	20	17	nuke	
11	12	15	17	21	18	nuke	
12	13	16	18	1	19	nuke	
13	14	17	19	nuke	20	1	
14	15	18	20	3	21	nuke	
15	16	19	21	4	1	nuke	
16	17	20	1	5	nuke	1	
17	18	21	nuke	6	3	1	
18	19	1	3	7	4	nuke	
19	20	nuke	4	8	5	1	
20	21	3	5	9	6	nuke	
21	1	4	6	10	7	nuke	
1	3	9	13	18	16	nuke	
2	nuke	10	14	19	17	3	
3	5	11	15	20	18	nuke	
4	6	12	16	21	19	nuke	
5	7	13	17	1	20	nuke	
6	8	14	18	2	21	nuke	
7	9	15	19	3	1	nuke	
8	10	16	20	nuke	2	2	
9	11	17	21	5	3	nuke	
10	12	18	1	6	nuke	2	
11	13	19	2	7	5	nuke	
12	14	20	3	8	6	nuke	
13	15	21	nuke	9	7	2	
14	16	1	5	10	8	nuke	
15	17	2	6	11	9	nuke	
16	18	3	7	12	10	nuke	
17	19	nuke	8	13	11	2	
18	20	5	9	14	12	nuke	
19	21	6	10	15	13	nuke	
20	1	7	11	16	14	nuke	
21	2	8	12	17	15	nuke	
1	4	12	17	2	3	nuke	
2	5	13	18	3	4	nuke	
3	6	14	19	4	5	nuke	
4	7	15	20	5	6	nuke	
5	8	16	21	6	7	nuke	
6	9	17	1	7	8	nuke	
7	10	18	2	8	9	nuke	
8	11	19	3	9	10	nuke	
9	12	20	4	10	11	nuke	
10	13	21	5	11	12	nuke	
11	14	1	6	12	13	nuke	
12	15	2	7	13	14	nuke	
13	16	3	8	14	15	nuke	
14	17	4	9	15	16	nuke	
15	18	5	10	16	17	nuke	
16	19	6	11	17	18	nuke	
17	20	7	12	18	19	nuke	
18	21	8	13	19	20	nuke	
19	1	9	14	20	21	nuke	
20	2	10	15	21	1	nuke	
21	3	11	16	1	2	nuke	
1	5	15	2	10	17	nuke	
2	6	16	3	11	18	nuke	
3	7	17	4	12	19	nuke	
4	8	18	5	13	20	nuke	
5	9	19	6	14	21	nuke	
6	10	20	7	15	1	nuke	
7	11	21	8	16	2	nuke	
8	12	1	9	17	3	nuke	
9	13	2	10	18	4	nuke	
10	14	3	11	19	5	nuke	
11	15	4	12	20	6	nuke	
12	16	5	13	21	7	nuke	
13	17	6	14	1	8	nuke	
14	18	7	15	2	9	nuke	
15	19	8	16	3	10	nuke	
16	20	9	17	4	11	nuke	
17	21	10	18	5	12	nuke	
18	1	11	19	6	13	nuke	
19	2	12	20	7	14	nuke	
20	3	13	21	8	15	nuke	
21	4	14	1	9	16	nuke	
nuke	2	2	2	2	2	3	
nuke	4	4	4	4	4	3	
